event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,It’s been a horror start to the week on NSW roads after five people died from separate crashes.,1,0,1,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,One of the victims was just 17.,0,1,0,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"Emergency services were called to the intersection of Amy Close and the Pacific Highway, Wyong, just before 10am on Monday after a female motorbike rider collided with a car on the Central Coast.",0,1,1,1,1
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"The motorcyclist, a 52-year-old woman, was treated on scene before being rushed to hospital, but she died on the way.",1,0,0,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"In another incident, a 17-year-old boy was driving a Nissan Pulsar north along Barham St, East Lismore, about 7pm on Monday when he lost control and ploughed into a tree, suffering critical injuries.",0,1,1,1,1
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"Paramedics worked to save him, but he died at the scene.",1,0,0,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"Meanwhile, a 31-year-old Mudgee woman was driving her Holden Commodore on the Bylong Valley Way, about 5km north of Rylstone, when she lost control and crashed about 6pm on Monday.",0,1,1,1,1
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,She suffered fatal injuries and died at the scene.,1,0,0,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,A 22-year-old woman also died in hospital after suffering critical injuries in a two-car crash at Merrylands West last week.,1,0,1,1,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,The woman was driving a Subaru wagon that collided with a Nissan Skyline at the intersection of the Cumberland Highway and Bruce St.,0,1,1,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,The 32-year-old man who was driving the Nissan Skyline and his 32-year-old male passenger both remain in Westmead Hospital with head and internal injuries.,0,1,1,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"Earlier this month a motorbike and car collided at the corner of the Cumberland Highway and Merrylands Rd, Merrylands.",0,0,1,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,The 45-year-old male motorbike driver was taken to Westmead Hospital in a critical condition.,0,1,1,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,He died on Monday.,1,0,0,0,0
road accident,https://www.perthnow.com.au/news/nsw/five-killed-in-separate-crashes-on-nsw-roads-ng-faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,The deadly news comes after two men lost their lives after crashing into a tree at Lansdowne on Sunday.,1,0,1,1,0
road accident,https://www.news.com.au/national/nsw-act/news/five-killed-in-separate-crashes-on-nsw-roads/news-story/faba75344b42e4827cf08652f59b3ab0,2020-09-14,Five killed in separate crashes on NSW roads,"Three people have died in separate crashes in a deadly day on NSW roads, including a teen who crashed into a tree and a motorcyclist who collided with a car.",1,0,1,0,0
road accident,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/14/motorcyclist-killed-old-bridge-nj-crash/5796842002/,2020-09-14,Motorcyclist killed in Old Bridge crash,A motorcyclist died Monday in a crash with a minivan on Route 516.,1,0,1,1,0
road accident,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/14/motorcyclist-killed-old-bridge-nj-crash/5796842002/,2020-09-14,Motorcyclist killed in Old Bridge crash,"The motorcyclist was pronounced dead at the scene, police said.",1,0,0,0,0
road accident,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/14/motorcyclist-killed-old-bridge-nj-crash/5796842002/,2020-09-14,Motorcyclist killed in Old Bridge crash,"The driver of the minivan was not injured, police said.",0,1,0,0,0
road accident,https://www.wkrn.com/news/police-nashville-man-killed-in-crash-on-brick-church-pike/,2020-09-14,Police: Nashville man killed in crash on Brick Church Pike,"A pedestrian was killed after being hit by a vehicle over the weekend, according to Metro police.",1,0,0,0,0
road accident,https://www.wkrn.com/news/police-nashville-man-killed-in-crash-on-brick-church-pike/,2020-09-14,Police: Nashville man killed in crash on Brick Church Pike,"Police said 50-year-old Charles Bumpus, of Nashville, was walking in the roadway in the 2400 block of Brick Church Pike when he was hit by a vehicle heading north.",0,1,1,0,0
road accident,https://www.wkrn.com/news/police-nashville-man-killed-in-crash-on-brick-church-pike/,2020-09-14,Police: Nashville man killed in crash on Brick Church Pike,Bumpus was taken to Vanderbilt Medical Center where he died Sunday.,1,0,1,1,0
road accident,https://www.wkrn.com/news/police-nashville-man-killed-in-crash-on-brick-church-pike/,2020-09-14,Police: Nashville man killed in crash on Brick Church Pike,The driver of the vehicle that hit him was not hurt.,0,1,0,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid",The Topsfield Fire Department assisted at the scene of a three-vehicle accident in Rowley in which two Topsfield residents were injured.,0,1,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid","The accident, which involved two cars and a motorcycle, happened Friday, Sept. 11, around 5:25 p.m. at the intersection of Route 1 and Glen Street in Rowley.",0,0,1,1,1
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid",Topsfield Fire Chief Jen Collins-Brown said both of the Topsfield residents were eventually taken to level-one trauma centers.,0,1,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid",A preliminary investigation showed that a Kia Telluride traveling north on Route 1 failed to yield when attempting to turn left onto Glen Street.,0,0,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid","When the vehicle turned into the travel lane, it was struck by a Toyota Camry traveling south on Route 1.",0,0,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid","The driver of the Toyota, a 61-year-old woman, and her passenger, a 71-year-old man, both of Topsfield, were transported by ambulance to Anna Jaques Hospital in Newburyport with serious injuries.",0,1,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid",The woman was later transported by ambulance to Lahey Hospital in Burlington and the man was flown by medical helicopter to Lahey Hospital.,0,1,1,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid","The operator of the Harley Davidson, a 66-year-old man of Byfield and his passenger, a 59-year-old woman of Georgetown, did not report any injuries in the crash.",0,1,0,0,0
road accident,https://middleton.wickedlocal.com/news/20200914/topsfield-residents-injured-in-crash-in-rowley-tfd-provides-mutual-aid,2020-09-14,"Topsfield residents injured in crash in Rowley, TFD provides mutual aid","The driver of the Kia, a 52-year-old man of West Newbury, also did not report any injuries.",0,1,0,0,0
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,"One man died Friday when he crashed his car into a building on Akron’s East Side and another man was killed Saturday when he was struck while standing on the side of Interstate 77, according to Akron police.",1,0,1,1,0
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,"The victims were identified as Antonio Turner, 41, and Ervin Detweiler, 60, police said.",0,1,0,0,0
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,"Turner was driving a Ford Mustang convertible south on South Arlington Street near Lovers Lane around 7:30 p.m. Friday, when he veered off the road and struck the side of a building on the 600 block of South Arlington Street, according to a police report.",0,0,1,1,1
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,Turner was ejected from the car and died at the scene.,1,0,0,0,0
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,"The second crash happened just before 11 p.m. Saturday, after Detweiler’s Dodge Ram pickup truck broke down at the end of the ramp from East Wilbeth Road to I-77 north, police said.",0,0,1,1,1
road accident,https://www.cleveland.com/crime/2020/09/two-killed-in-separate-crashes-in-akron-police-searching-for-driver.html,2020-09-14,Two killed in separate crashes in Akron; police searching for driver,"Detweiler was standing near the driver’s side of his truck while a flatbed tow truck was hooking up the pickup when another vehicle sideswiped the truck and struck Detweiler, dragging him north along the freeway, according to police.",0,1,0,0,0
road accident,https://www.wvlt.tv/2020/09/14/two-teens-killed-in-north-carolina-crash/,2020-09-14,Two teens killed in North Carolina crash,"Two teenagers are dead and four others were hospitalized after a crash that occurred Sunday night, North Carolina police said.",1,1,1,1,1
road accident,https://www.wvlt.tv/2020/09/14/two-teens-killed-in-north-carolina-crash/,2020-09-14,Two teens killed in North Carolina crash,High Point investigators said the crash happened around 8 p.m. when a 21-year-old driver was going towards Oakview Road at about 80 to 100 miles per hour. ,0,0,1,0,1
road accident,https://www.wvlt.tv/2020/09/14/two-teens-killed-in-north-carolina-crash/,2020-09-14,Two teens killed in North Carolina crash,"Two teenagers, an 18-year-old boy and an 18-year-old girl, were in another vehicle making a left onto Oakview.",0,0,1,0,0
road accident,https://www.wvlt.tv/2020/09/14/two-teens-killed-in-north-carolina-crash/,2020-09-14,Two teens killed in North Carolina crash,"The 21-year-old crashed into the two teens, killing them both.",1,0,0,0,0
road accident,https://www.wvlt.tv/2020/09/14/two-teens-killed-in-north-carolina-crash/,2020-09-14,Two teens killed in North Carolina crash,"The 21-year-old, along with his three passengers, were hospitalized.",0,1,0,0,0
road accident,https://www.ky3.com/2020/09/14/webster-county-sheriffs-office-invites-public-to-honor-sergeant-killed-in-crash/,2020-09-14,WEDNESDAY: Webster County Sheriff’s Office invites public to honor sergeant killed in crash,The Webster County Sheriff’s Office is inviting the public to honor a sergeant killed in a crash near Marshfield.,1,0,1,0,0
road accident,https://www.ky3.com/2020/09/14/webster-county-sheriffs-office-invites-public-to-honor-sergeant-killed-in-crash/,2020-09-14,WEDNESDAY: Webster County Sheriff’s Office invites public to honor sergeant killed in crash,Sergeant Justin Burney died in the crash.,1,0,0,0,0
road accident,https://www.ky3.com/2020/09/14/webster-county-sheriffs-office-invites-public-to-honor-sergeant-killed-in-crash/,2020-09-14,WEDNESDAY: Webster County Sheriff’s Office invites public to honor sergeant killed in crash,One of Burney’s children suffered serious injuries in the crash.,0,1,0,0,0
road accident,https://www.nj.com/middlesex/2020/09/motorcyclist-killed-in-crash-with-minivan-police-say.html,2020-09-15,"Motorcyclist killed in crash with minivan, police say","A motorcyclist was killed in a crash Monday morning in Old Bridge, township police said.",1,0,1,1,1
road accident,https://www.nj.com/middlesex/2020/09/motorcyclist-killed-in-crash-with-minivan-police-say.html,2020-09-15,"Motorcyclist killed in crash with minivan, police say","A Harley Davidson motorcycle was traveling on Route 516 eastbound when it collided with a Chrysler minivan that turned left to the westbound lanes of the road near the Matawan Animal Hospital around 11:30 a.m., according to Capt. Joseph Mandola Jr.",0,0,1,0,1
road accident,https://www.nj.com/middlesex/2020/09/motorcyclist-killed-in-crash-with-minivan-police-say.html,2020-09-15,"Motorcyclist killed in crash with minivan, police say","The motorcycle rider died at the scene, the captain said in an email.",1,0,0,0,0
road accident,https://www.nj.com/middlesex/2020/09/motorcyclist-killed-in-crash-with-minivan-police-say.html,2020-09-15,"Motorcyclist killed in crash with minivan, police say",The minivan driver was not hurt.,0,1,0,0,0
road accident,https://www.nj.com/middlesex/2020/09/motorcyclist-killed-in-crash-with-minivan-police-say.html,2020-09-15,"Motorcyclist killed in crash with minivan, police say",Police withheld the name of the rider who died until family could be informed.,1,0,0,0,0
road accident,https://dailyvoice.com/new-york/northrockland/police-fire/one-critically-injured-in-crash-between-suv-motorcycle-in-orange-county/794183/,2020-09-15,"One Critically Injured In Crash Between SUV, Motorcycle In Orange County",A 62-year-old Harley rider is in critical condition after he was struck by an SUV on I-84.,0,1,1,0,0
road accident,https://dailyvoice.com/new-york/northrockland/police-fire/one-critically-injured-in-crash-between-suv-motorcycle-in-orange-county/794183/,2020-09-15,"One Critically Injured In Crash Between SUV, Motorcycle In Orange County","Orange County resident David A. Snell of Warwick, was entering I-84 eastbound in the town of Wawayanda on his 1990 Harley Davidson when he was struck by a 2018 Ford Explorer at approximately 4 p.m. on Saturday Sept. 12, according to State Police.",0,1,1,1,1
road accident,https://dailyvoice.com/new-york/northrockland/police-fire/one-critically-injured-in-crash-between-suv-motorcycle-in-orange-county/794183/,2020-09-15,"One Critically Injured In Crash Between SUV, Motorcycle In Orange County",He is currently being treated for his injuries at Garnet Medical Center in Orange County.,0,1,1,0,0
road accident,https://www.nbc15.com/2020/09/14/lyndon-station-man-killed-in-weekend-motorcycle-crash/,2020-09-14,Lyndon Station man killed in weekend motorcycle crash,A 60-year-old motorcycle rider died Sunday after a wreck on a Juneau Co. highway.,1,0,1,1,0
road accident,https://www.nbc15.com/2020/09/14/lyndon-station-man-killed-in-weekend-motorcycle-crash/,2020-09-14,Lyndon Station man killed in weekend motorcycle crash,"According to the Sheriff’s Office, Robert W. Yogerst was heading south on County Highway HH, in Marion Township, around 5:45 p.m. when he missed the curve near 55th Street.",0,0,1,1,1
road accident,https://www.nbc15.com/2020/09/14/lyndon-station-man-killed-in-weekend-motorcycle-crash/,2020-09-14,Lyndon Station man killed in weekend motorcycle crash,"The motorcycle went through a ditch before coming back onto the road and overturning, pinning him under it.",0,1,0,0,0
road accident,https://www.nbc15.com/2020/09/14/lyndon-station-man-killed-in-weekend-motorcycle-crash/,2020-09-14,Lyndon Station man killed in weekend motorcycle crash,"The rural Lyndon Station man was pronounced dead at the scene, Sheriff Brent Oleson said.",1,0,0,0,0
road accident,https://www.kxii.com/2020/09/14/motorcyclist-injured-in-carter-county-crash/,2020-09-14,Motorcyclist injured in Carter County crash,One man is injured after crashing his motorcycle in Carter County Monday afternoon.,0,1,1,1,1
road accident,https://www.kxii.com/2020/09/14/motorcyclist-injured-in-carter-county-crash/,2020-09-14,Motorcyclist injured in Carter County crash,The Oklahoma Highway Patrol says the crash happened around 2:30 p.m. at State Highway 7 and Jefferson in Tatums.,0,0,1,0,1
road accident,https://www.kxii.com/2020/09/14/motorcyclist-injured-in-carter-county-crash/,2020-09-14,Motorcyclist injured in Carter County crash,"Troopers say Joe Evans, 60, tried to stop his motorcycle at the intersection when he flipped over the handlebars, causing his bike to land on top of him.",0,1,0,0,0
road accident,https://www.kxii.com/2020/09/14/motorcyclist-injured-in-carter-county-crash/,2020-09-14,Motorcyclist injured in Carter County crash,Evans was taken to the hospital with injuries to his head and shoulder.,0,1,0,0,0
road accident,https://www.kxii.com/2020/09/14/motorcyclist-injured-in-carter-county-crash/,2020-09-14,Motorcyclist injured in Carter County crash,He is expected to survive.,0,1,0,0,0
road accident,https://www.clickondetroit.com/news/local/2020/09/14/15-year-old-southgate-student-killed-in-traverse-city-atv-crash/,2020-09-14,15-year-old Southgate student killed in Traverse City ATV crash,"Samantha Witechowsky, 15, was killed in a Traverse City ATV crash over the weekend.",1,0,1,1,0
road accident,https://www.clickondetroit.com/news/local/2020/09/14/15-year-old-southgate-student-killed-in-traverse-city-atv-crash/,2020-09-14,15-year-old Southgate student killed in Traverse City ATV crash,The victim’s life was taken too soon.,1,0,0,0,0
road accident,https://www.clickondetroit.com/news/local/2020/09/14/15-year-old-southgate-student-killed-in-traverse-city-atv-crash/,2020-09-14,15-year-old Southgate student killed in Traverse City ATV crash,The vehicle flipped and Witechowsky died from the impact.,1,0,0,0,0
road accident,https://www.kwch.com/2020/09/14/12-year-old-killed-in-reno-county-atv-crash/,2020-09-14,12-year-old killed in Reno County ATV crash,The Reno County Sheriff’s Office said a 12-year-old died from injuries in a Saturday-afternoon crash in rural Reno County involving a 4-wheeler and a dirt bike.,1,0,1,1,1
road accident,https://www.kwch.com/2020/09/14/12-year-old-killed-in-reno-county-atv-crash/,2020-09-14,12-year-old killed in Reno County ATV crash,"The sheriff’s office said a little before 5 p.m. Sunday, deputies responded to the crash on private property in the area of the 20000 block of West Pretty Prairie Road.",0,0,1,1,1
road accident,https://www.kwch.com/2020/09/14/12-year-old-killed-in-reno-county-atv-crash/,2020-09-14,12-year-old killed in Reno County ATV crash,Reno County EMS transported the 12-year-old to the hospital where the child died.,1,0,1,0,0
assault,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/shooting-investigation-underway-near-lynnhaven-mall-in-virginia-beach/291-336c42be-4961-401f-84db-2af9a63f4804,2020-09-14,"Baby, two adults injured in drive-by shooting near Lynnhaven Mall",The shooting reportedly took place at Lynnhaven Parkway and Avenger Drive.,0,0,1,0,0
assault,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/shooting-investigation-underway-near-lynnhaven-mall-in-virginia-beach/291-336c42be-4961-401f-84db-2af9a63f4804,2020-09-14,"Baby, two adults injured in drive-by shooting near Lynnhaven Mall","Three people, including a baby, are in the hospital after they were injured in a drive-by shooting Lynnhaven Mall in Virginia Beach Monday afternoon.",0,1,1,1,1
assault,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/shooting-investigation-underway-near-lynnhaven-mall-in-virginia-beach/291-336c42be-4961-401f-84db-2af9a63f4804,2020-09-14,"Baby, two adults injured in drive-by shooting near Lynnhaven Mall",The Virginia Beach Police Department tweeted about the incident that took place at Lynnhaven Parkway and Avenger Drive just before 3:50 p.m.,0,0,1,0,1
assault,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/shooting-investigation-underway-near-lynnhaven-mall-in-virginia-beach/291-336c42be-4961-401f-84db-2af9a63f4804,2020-09-14,"Baby, two adults injured in drive-by shooting near Lynnhaven Mall",The second adult is expected to be OK.,0,1,0,0,0
assault,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/shooting-investigation-underway-near-lynnhaven-mall-in-virginia-beach/291-336c42be-4961-401f-84db-2af9a63f4804,2020-09-14,"Baby, two adults injured in drive-by shooting near Lynnhaven Mall",Police say one of the adults and the infant have life-threatening injuries.,0,1,0,0,0
assault,https://www.wafb.com/2020/09/14/double-shooting-reported-baton-rouge-n-th-winbourne/,2020-09-14,"BRPD: 1 dead, 1 critically injured after being shot in car while at intersection of N 38th, Winbourne",The incident happened around 4 p.m. Monday near N 38th and Winbourne Avenue.,0,0,1,1,1
assault,https://www.wafb.com/2020/09/14/double-shooting-reported-baton-rouge-n-th-winbourne/,2020-09-14,"BRPD: 1 dead, 1 critically injured after being shot in car while at intersection of N 38th, Winbourne","L’Jean McKneely, a police department spokesperson, says Tequrrian Baptiste, 18, of Baton Rouge, and his 21-year-old passenger were hit by gunfire while stopped at the intersection.",0,1,0,0,0
assault,https://www.fox21news.com/news/crime/girl-injured-in-overnight-shooting-at-cottonwood-creek-park/,2020-09-14,Girl injured in overnight shooting at Cottonwood Creek Park,"A girl was seriously injured in a shooting at Cottonwood Creek Park in northern Colorado Springs early Sunday morning, according to police.",0,1,1,1,1
assault,https://www.fox21news.com/news/crime/girl-injured-in-overnight-shooting-at-cottonwood-creek-park/,2020-09-14,Girl injured in overnight shooting at Cottonwood Creek Park,Police said the shooting happened around 1:30 a.m. at the park on Rangewood Drive.,0,0,1,0,1
assault,https://www.fox21news.com/news/crime/girl-injured-in-overnight-shooting-at-cottonwood-creek-park/,2020-09-14,Girl injured in overnight shooting at Cottonwood Creek Park,"The victim sustained life-threatening injuries, according to police.",0,1,0,0,0
assault,https://www.fox21news.com/news/crime/girl-injured-in-overnight-shooting-at-cottonwood-creek-park/,2020-09-14,Girl injured in overnight shooting at Cottonwood Creek Park,Police said the girl was in a car with three other girls when she was shot.,0,1,0,0,0
assault,https://www.cbs17.com/news/local-news/durham-county-news/1-in-critical-condition-2-others-also-injured-in-durham-shooting-police-say/,2020-09-14,"Man shot in head, 2 others also injured in Durham drive-by shooting, police say",Durham police say one man is in critical condition after being shot in the head and two others have non-life-threatening injuries after also being shot Monday evening.,0,1,0,1,1
assault,https://www.cbs17.com/news/local-news/durham-county-news/1-in-critical-condition-2-others-also-injured-in-durham-shooting-police-say/,2020-09-14,"Man shot in head, 2 others also injured in Durham drive-by shooting, police say",Police have classified the shooting as a drive-by and say it happened around 6 p.m. at 1007 Fairview St. in Durham.,0,0,1,0,1
assault,https://www.cbs17.com/news/local-news/durham-county-news/1-in-critical-condition-2-others-also-injured-in-durham-shooting-police-say/,2020-09-14,"Man shot in head, 2 others also injured in Durham drive-by shooting, police say",Two people — a man and woman — were wounded in a shooting less than three hours later Monday evening.,0,1,0,1,1
assault,https://www.dailyherald.com/news/20200914/motorist-injured-during-shooting-on-i-88-near-lisle,2020-09-14,Motorist injured during shooting on I-88 near Lisle,Motorist injured during shooting on I-88 near Lisle,0,1,1,0,0
assault,https://www.dailyherald.com/news/20200914/motorist-injured-during-shooting-on-i-88-near-lisle,2020-09-14,Motorist injured during shooting on I-88 near Lisle,"A motorist was shot Sunday night while driving on I-88 near Lisle, Illinois State Police said.",0,1,1,1,1
assault,https://www.dailyherald.com/news/20200914/motorist-injured-during-shooting-on-i-88-near-lisle,2020-09-14,Motorist injured during shooting on I-88 near Lisle,"The shooting happened around 8:40 p.m. in the westbound lanes, near the I-355 interchange, according to a news release.",0,0,1,0,1
assault,https://www.dailyherald.com/news/20200914/motorist-injured-during-shooting-on-i-88-near-lisle,2020-09-14,Motorist injured during shooting on I-88 near Lisle,"The victim, who was alone in the vehicle, suffered non-life-threatening injuries.",0,1,0,0,0
assault,https://clarion.causeaction.com/2020/09/14/officials-3-dead-3-injured-in-violent-rampage-in-tennessee/,2020-09-14,"Officials: 3 Dead, 3 Injured in Violent Rampage in Tennessee","A gunman shot and killed two people and wounded three others in a series of shootings and carjackings that ended in a police chase and suicide, said officials.",1,1,0,0,0
assault,https://clarion.causeaction.com/2020/09/14/officials-3-dead-3-injured-in-violent-rampage-in-tennessee/,2020-09-14,"Officials: 3 Dead, 3 Injured in Violent Rampage in Tennessee","The Tennessee Bureau of Investigation said Dangelo Dorsey, 29, is suspected of killing two people.",1,0,1,0,0
assault,https://clarion.causeaction.com/2020/09/14/officials-3-dead-3-injured-in-violent-rampage-in-tennessee/,2020-09-14,"Officials: 3 Dead, 3 Injured in Violent Rampage in Tennessee","TBI Director David Rausch told reporters that after he crashed a stolen car, Dorsey then killed himself, reported The Tennessean.",1,0,0,0,0
assault,https://clarion.causeaction.com/2020/09/14/officials-3-dead-3-injured-in-violent-rampage-in-tennessee/,2020-09-14,"Officials: 3 Dead, 3 Injured in Violent Rampage in Tennessee","In one instance, Dorsey allegedly held a couple hostage at gunpoint before taking them to a home in McMinnville and shooting 23-year-old Jordan Stevens in front of his wife, officials told Fox17.",0,1,1,0,0
assault,https://clarion.causeaction.com/2020/09/14/officials-3-dead-3-injured-in-violent-rampage-in-tennessee/,2020-09-14,"Officials: 3 Dead, 3 Injured in Violent Rampage in Tennessee","He then shot and killed himself, officials said, adding that the female hostage was found safe after the accident.",1,0,0,0,0
assault,https://www.kare11.com/article/news/crime/1-dead-1-injured-in-freemont-avenue-shooting/89-e19eb39f-44d7-426d-a2a5-aa85761aba35,2020-09-14,"One dead, one injured in Freemont Avenue shooting",Department spokesman John Elder says a group of people were standing outside of a convenience store on the 3800 block of North Fremont Avenue when another a person or people approached on foot and opened fire.,0,0,1,0,0
assault,https://www.kare11.com/article/news/crime/1-dead-1-injured-in-freemont-avenue-shooting/89-e19eb39f-44d7-426d-a2a5-aa85761aba35,2020-09-14,"One dead, one injured in Freemont Avenue shooting",Two men were shot.,0,1,0,0,0
assault,https://www.kare11.com/article/news/crime/1-dead-1-injured-in-freemont-avenue-shooting/89-e19eb39f-44d7-426d-a2a5-aa85761aba35,2020-09-14,"One dead, one injured in Freemont Avenue shooting",One of them was a 17-year-old who was not breathing and didn't have a pulse.,0,1,0,0,0
assault,https://www.kare11.com/article/news/crime/1-dead-1-injured-in-freemont-avenue-shooting/89-e19eb39f-44d7-426d-a2a5-aa85761aba35,2020-09-14,"One dead, one injured in Freemont Avenue shooting","He was rushed to the hospital, where he died a short time later.",1,0,0,0,0
assault,https://www.kare11.com/article/news/crime/1-dead-1-injured-in-freemont-avenue-shooting/89-e19eb39f-44d7-426d-a2a5-aa85761aba35,2020-09-14,"One dead, one injured in Freemont Avenue shooting",The second victim is a man who was taken to the hospital with serious injuries.,0,1,0,0,0
assault,https://www.wcjb.com/2020/09/14/one-man-dead-one-injured-in-a-domestic-dispute-in-putnam-county/,2020-09-14,"One man dead, one injured in a domestic dispute in Putnam County",One man is dead after a domestic dispute turns violent in Putnam County.,1,0,1,0,0
assault,https://www.wcjb.com/2020/09/14/one-man-dead-one-injured-in-a-domestic-dispute-in-putnam-county/,2020-09-14,"One man dead, one injured in a domestic dispute in Putnam County","According to the Putnam County Sheriff’s Office, deputies were called to 115 Bangor Ave. in East Palatka at 5:43 a.m.",0,0,1,0,1
assault,https://www.wcjb.com/2020/09/14/one-man-dead-one-injured-in-a-domestic-dispute-in-putnam-county/,2020-09-14,"One man dead, one injured in a domestic dispute in Putnam County",When they arrived on the scene they found 39-year-old Timothy Anderson dead.,1,0,0,0,0
